Reporte de valorizado;Fecha Corte;8/09/2026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Codigo Articulo;Descripcion;Nombre Comercial;Cod Barras;Invima;CUM;CODIGO ATC;Unidades;Grupo;Sub Grupo;Familia;cod Bod;Bodega;ID Sistema;Estado;Presentacion;Embalaje;Principio Activo;Forma Farmaceutica;Concentracion;Unidad Medida Rips;Codigo Parametro contable;Descripcion Parametro contable;% IVA;Alto Costo;Cadena de Frio;Categoria;Precio Maximo;Precio Maximo VMR;Controlado;Costo Promedio;Ult Costo Compras;Valorizado Total;Mercancia en Consignación
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;332;Disp. MENNAR CALOTO 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;336;Disp. MENNAR VILLA RICA 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;2;ECAR;General;General;340;Disp. MENNAR CORINTO 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;4017,6004;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;352;Disp. MENNAR SOTARA 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;365;Disp. MENNAR GUACHENE 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;381;Disp. MENNAR CAJIBIO 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;385;Disp. MENNAR MERCADERES 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;2;ECAR;General;General;389;DISP. MENNAR TOTORO 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;4017,6004;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;2;ECAR;General;General;395;DISP. MENNAR ALMAGUER 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;4017,6004;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;3;ECAR;General;General;404;DISP. MENNAR BALBOA 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;6026,4006;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;437;DISP. MENNAR SAN SEBASTIAN 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;1;ECAR;General;General;445;Disp. MENNAR SANTA ROSA 1;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;2008,8002;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;3;ECAR;General;General;469;DISP. MENNAR CALDONO 2;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;6026,4006;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;14;ECAR;General;General;475;DISP. MENNAR 4;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;28123,2028;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;73;ECAR;General;General;495;BODEGA PRINCIPAL CEDI;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;146642,4146;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;11;ECAR;General;General;509;DISP. MENNAR 5;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;22096,8022;NO
;M00608;CETIRIZINA 5 MG/5 ML JBE FCO X 60 ML - INSTITUCIONAL;;7702184050323;2021M-0013647-R1;20043354-3;R06AE07;10;ECAR;General;General;524;DISP. MENNAR 2;18229;N;FRASCO;1;CETIRIZINA;JARABE;5 MG/5 ML;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2008,8002;2000;20088,002;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;30;LA SANTE;General;General;288;Disp. MENNAR PUERTO TEJADA  1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;13318,698;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;30;LA SANTE;General;General;296;Disp. MENNAR GUAPI 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;13318,698;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;30;LA SANTE;General;General;300;Disp. MENNAR TIMBIQUI 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;13318,698;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;20;LA SANTE;General;General;312;Disp. MENNAR TIMBIO 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;8879,132;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;30;LA SANTE;General;General;316;Disp. MENNAR PIENDAMO 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;13318,698;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;30;LA SANTE;General;General;328;Disp. MENNAR PATIA 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;13318,698;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;80;LA SANTE;General;General;336;Disp. MENNAR VILLA RICA 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;35516,528;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;80;LA SANTE;General;General;340;Disp. MENNAR CORINTO 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;35516,528;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;50;LA SANTE;General;General;373;Disp. MENNAR SUAREZ 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;22197,83;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;10;LA SANTE;General;General;381;Disp. MENNAR CAJIBIO 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;4439,566;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;20;LA SANTE;General;General;475;DISP. MENNAR 4;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;8879,132;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;370;LA SANTE;General;General;486;DISP. MENNAR PIAMONTE 1;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;164263,942;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;3070;LA SANTE;General;General;495;BODEGA PRINCIPAL CEDI;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;1362946,762;NO
;M00610;AMIODARONA 200 MG TAB CJA X 10 - INSTITUCIONAL;;7703763994151;2012M-0013364;20043928-1;C01BD01;20;LA SANTE;General;General;524;DISP. MENNAR 2;18231;N;TABLETA;1;AMIODARONA;TABLETA;200 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;443,9566;440;8879,132;NO
;M00611;CLOBAZAM 20 MG TAB CJA X 20 B/10 (MCE) - INSTITUCIONAL;OBAX;7707288823989;2023M-0013386-R1;20044093-1;N05BA09;60;HUMAX;General;General;280;DISP. MENNAR 1;18232;N;TABLETA;1;CLOBAZAM;TABLETA;20 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;SI;481,0059;481;28860,354;NO
;M00611;CLOBAZAM 20 MG TAB CJA X 20 B/10 (MCE) - INSTITUCIONAL;OBAX;7707288823989;2023M-0013386-R1;20044093-1;N05BA09;120;HUMAX;General;General;312;Disp. MENNAR TIMBIO 1;18232;N;TABLETA;1;CLOBAZAM;TABLETA;20 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;SI;481,0059;481;57720,708;NO
;M00611;CLOBAZAM 20 MG TAB CJA X 20 B/10 (MCE) - INSTITUCIONAL;OBAX;7707288823989;2023M-0013386-R1;20044093-1;N05BA09;50;HUMAX;General;General;475;DISP. MENNAR 4;18232;N;TABLETA;1;CLOBAZAM;TABLETA;20 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;SI;481,0059;481;24050,295;NO
;M00611;CLOBAZAM 20 MG TAB CJA X 20 B/10 (MCE) - INSTITUCIONAL;OBAX;7707288823989;2023M-0013386-R1;20044093-1;N05BA09;40;HUMAX;General;General;524;DISP. MENNAR 2;18232;N;TABLETA;1;CLOBAZAM;TABLETA;20 MG;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;SI;481,0059;481;19240,236;NO
;M00612;OMEPRAZOL 40 MG POLV SOL INY VIAL X 100 ML CJA X 10 - INSTITUCIONAL;K- DELPRAZOL;6947574822420;2023M-0013645-R1;20044344-2;A02BC01;560;DELTA;General;General;265;NOVEDADES COMERCIAL;18233;N;VIAL;1;OMEPRAZOL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;40 MG;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2132,7639;2077;1194347,784;NO
;M00612;OMEPRAZOL 40 MG POLV SOL INY VIAL X 100 ML CJA X 10 - INSTITUCIONAL;K- DELPRAZOL;6947574822420;2023M-0013645-R1;20044344-2;A02BC01;10;DELTA;General;General;352;Disp. MENNAR SOTARA 1;18233;N;VIAL;1;OMEPRAZOL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;40 MG;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2132,7639;2077;21327,639;NO
;M00612;OMEPRAZOL 40 MG POLV SOL INY VIAL X 100 ML CJA X 10 - INSTITUCIONAL;K- DELPRAZOL;6947574822420;2023M-0013645-R1;20044344-2;A02BC01;1;DELTA;General;General;395;DISP. MENNAR ALMAGUER 1;18233;N;VIAL;1;OMEPRAZOL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;40 MG;ML;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;2132,7639;2077;2132,7639;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;340;LAPROFF;General;General;280;DISP. MENNAR 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;60300,7;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;1700;LAPROFF;General;General;284;Disp. MENNAR SANTANDER 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;301503,5;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;480;LAPROFF;General;General;288;Disp. MENNAR PUERTO TEJADA  1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;85130,4;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;40;LAPROFF;General;General;292;Disp. MENNAR BOLIVAR 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;7094,2;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;40;LAPROFF;General;General;296;Disp. MENNAR GUAPI 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;7094,2;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;2860;LAPROFF;General;General;304;Disp. MENNAR MIRANDA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;507235,3;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;30;LAPROFF;General;General;308;Disp. MENNAR EL TAMBO 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;5320,65;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;3870;LAPROFF;General;General;312;Disp. MENNAR TIMBIO 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;686363,85;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;30;LAPROFF;General;General;316;Disp. MENNAR PIENDAMO 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;5320,65;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;80;LAPROFF;General;General;320;Disp. MENNAR ARGELIA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;14188,4;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;220;LAPROFF;General;General;324;Disp. MENNAR MORALES 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;39018,1;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;270;LAPROFF;General;General;328;Disp. MENNAR PATIA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;47885,85;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;390;LAPROFF;General;General;332;Disp. MENNAR CALOTO 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;69168,45;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;120;LAPROFF;General;General;336;Disp. MENNAR VILLA RICA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;21282,6;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;500;LAPROFF;General;General;340;Disp. MENNAR CORINTO 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;88677,5;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;30;LAPROFF;General;General;344;Disp. MENNAR ROSAS 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;5320,65;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;80;LAPROFF;General;General;348;Disp. MENNAR LA VEGA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;14188,4;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;300;LAPROFF;General;General;352;Disp. MENNAR SOTARA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;53206,5;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;70;LAPROFF;General;General;369;Disp. MENNAR SILVIA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;12414,85;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;220;LAPROFF;General;General;373;Disp. MENNAR SUAREZ 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;39018,1;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;30;LAPROFF;General;General;377;Disp. MENNAR PADILLA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;5320,65;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;90;LAPROFF;General;General;381;Disp. MENNAR CAJIBIO 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;15961,95;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;150;LAPROFF;General;General;389;DISP. MENNAR TOTORO 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;26603,25;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;40;LAPROFF;General;General;395;DISP. MENNAR ALMAGUER 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;7094,2;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;80;LAPROFF;General;General;404;DISP. MENNAR BALBOA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;14188,4;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;20;LAPROFF;General;General;409;DISP. MENNAR BUENOS AIRES 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;3547,1;NO
;M00613;CARBONATO CALCIO 600 MG + VITAMINA D3 200 UI TAB CJA X 300 B/10 - INSTITUCIONAL;OROCAL D;7703038020172;2022M-0013527-R1;20044615-4;A12AX01;30;LAPROFF;General;General;413;DISP. MENNAR FLORENCIA 1;18234;N;TABLETA;1;CARBONATO CALCIO + VITAMINA D3;TABLETA;600 MG + 200 UI;MG;4;MEDICAMENTOS;0;N;N;Institucional;0;0;NO;177,355;178;5320,65;NO
